id_achat,id_client,date_achat,montant,produit
187,46,2025-08-12,395.58,Charger
188,46,2025-04-26,946.6,Laptop
189,47,2025-08-21,854.91,Mouse
190,47,2025-12-19,542.84,Speaker
191,48,2025-01-23,490.79,Mouse
192,48,2025-10-10,342.77,Mouse
193,48,2025-10-25,726.94,Webcam
194,48,2025-03-04,920.35,Charger
195,49,2025-10-10,595.97,Laptop
196,49,2025-12-28,93.11,Mouse
197,49,2025-08-15,144.34,Webcam
198,49,2025-11-06,189.91,Monitor
199,49,2025-05-02,385.31,Headphones
200,49,2025-11-13,460.15,Keyboard
201,50,2025-09-24,754.49,Mouse
202,50,2025-05-31,259.75,Phone
203,50,2025-03-03,475.6,Speaker
204,50,2025-05-12,61.56,Keyboard
205,50,2025-07-06,231.98,Phone
206,50,2025-03-21,783.42,Laptop
207,51,2025-07-14,672.76,Charger
208,51,2025-01-20,948.28,Webcam
209,51,2025-10-26,702.47,Keyboard
210,52,2025-12-25,750.45,Phone
211,53,2025-10-25,317.93,Charger
212,53,2025-05-01,35.42,Monitor
213,53,2025-08-01,580.04,Mouse
214,53,2025-11-10,402.69,Headphones
215,53,2025-03-29,85.24,Headphones
216,53,2025-08-04,110.88,Monitor
217,54,2026-01-08,129.84,Charger
218,54,2025-03-01,784.81,Keyboard
219,54,2025-12-23,537.42,Keyboard
220,54,2025-09-18,78.27,Keyboard
221,54,2025-05-14,22.53,Mouse
222,54,2025-12-11,824.11,Phone
223,54,2025-09-24,439.19,Keyboard
224,54,2025-08-04,639.23,Webcam
225,55,2025-09-12,736.46,Monitor
226,55,2025-04-06,619.75,Speaker
227,55,2025-03-19,776.9,Webcam
228,55,2025-06-13,441.22,Charger
229,55,2025-11-11,275.71,Headphones
230,55,2025-03-22,832.42,Phone
231,56,2025-08-16,752.97,Charger
232,56,2025-11-17,614.23,Mouse
233,56,2026-01-12,343.03,Webcam
234,57,2025-08-12,220.0,Monitor
235,57,2026-01-10,346.94,Charger
236,57,2025-01-19,704.17,Monitor
237,57,2025-09-08,560.23,Speaker
238,57,2025-05-24,948.58,Phone
239,57,2025-07-27,248.94,Mouse
240,58,2025-01-26,693.7,Webcam
241,58,2025-03-03,453.69,Laptop
242,58,2026-01-14,102.12,Headphones
243,58,2025-06-08,410.36,Headphones
244,59,2025-12-26,478.53,Speaker
245,59,2025-12-07,350.32,Speaker
246,59,2025-11-28,337.48,Webcam
247,60,2025-05-18,129.45,Headphones
248,60,2025-04-21,322.39,Speaker
249,60,2025-02-10,951.37,Tablet
250,61,2025-04-22,283.73,Charger
251,62,2025-12-25,290.17,Phone
252,62,2025-08-27,834.3,Monitor
253,62,2025-02-18,235.21,Tablet
254,62,2025-02-21,309.24,Speaker
255,62,2025-10-30,135.32,Laptop
256,62,2025-07-26,974.55,Speaker
257,62,2025-12-01,299.22,Tablet
258,62,2025-02-14,641.49,Webcam
259,62,2025-11-10,111.56,Laptop
260,63,2025-08-13,446.06,Tablet
261,63,2025-11-12,965.84,Monitor
262,63,2025-03-08,941.65,Webcam
263,63,2025-03-09,122.95,Phone
264,63,2025-10-02,406.7,Phone
265,64,2025-07-22,160.21,Charger
266,64,2025-08-20,949.63,Phone
267,64,2025-03-24,993.98,Phone
268,64,2025-05-01,562.49,Mouse
269,64,2025-08-11,610.25,Charger
270,64,2025-12-23,233.43,Speaker
271,65,2025-09-11,304.38,Charger
272,66,2025-07-02,742.69,Headphones
273,66,2025-04-11,629.26,Monitor
274,66,2026-01-14,663.82,Tablet
275,66,2025-08-16,247.47,Speaker
276,66,2025-11-08,84.31,Laptop
277,66,2025-10-29,414.43,Charger
278,67,2025-10-13,295.22,Monitor
279,67,2025-04-07,705.96,Webcam
280,67,2025-10-22,80.47,Headphones
281,67,2025-05-20,924.67,Charger
282,68,2025-06-22,651.16,Monitor
283,68,2025-10-06,828.36,Phone
284,68,2025-09-28,69.04,Monitor
285,68,2025-06-13,599.09,Charger
286,69,2025-07-08,474.01,Monitor
287,69,2026-01-03,702.74,Monitor
288,69,2025-08-08,505.47,Webcam
289,69,2025-07-13,443.38,Charger
290,69,2025-03-06,49.46,Mouse
291,69,2025-04-25,737.19,Charger
292,69,2025-04-16,257.86,Phone
293,69,2025-02-12,236.64,Charger
294,70,2025-05-30,767.11,Monitor
295,70,2025-01-27,580.48,Tablet
296,70,2025-09-04,475.8,Webcam
297,70,2025-08-22,916.91,Tablet
298,70,2025-04-18,996.98,Mouse
299,71,2025-09-04,100.33,Keyboard
300,71,2025-04-14,414.26,Keyboard
301,71,2025-01-21,673.43,Tablet
302,71,2025-02-15,336.51,Webcam
303,71,2025-10-20,295.34,Mouse
304,71,2025-09-21,815.43,Speaker
305,72,2025-02-10,774.82,Speaker
306,72,2025-04-17,826.68,Laptop
307,72,2025-02-14,661.08,Speaker
308,73,2026-01-05,523.25,Charger
309,73,2025-01-31,758.88,Webcam
310,73,2025-12-18,762.39,Headphones
311,73,2025-05-27,274.39,Tablet
312,74,2025-02-15,701.27,Phone
313,74,2025-08-06,38.58,Charger
314,74,2025-04-21,801.32,Tablet
315,74,2025-05-07,317.64,Laptop
316,74,2025-10-05,556.73,Phone
317,74,2025-07-26,232.45,Phone
318,74,2025-04-12,466.83,Phone
319,74,2025-08-16,651.23,Tablet
320,75,2025-03-11,513.78,Monitor
321,75,2025-10-26,421.34,Webcam
322,75,2026-01-17,980.44,Headphones
323,75,2025-12-27,462.22,Tablet
324,76,2025-08-28,513.16,Tablet
325,77,2025-08-30,792.11,Mouse
326,77,2025-07-21,346.48,Speaker
327,77,2025-04-23,274.5,Laptop
328,77,2025-11-19,290.01,Monitor
329,77,2025-07-21,839.1,Charger
330,77,2025-11-28,998.91,Webcam
331,77,2025-06-26,866.61,Webcam
332,78,2025-04-02,556.4,Speaker
333,78,2025-02-24,383.44,Keyboard
334,78,2025-02-25,870.91,Headphones
335,78,2025-10-01,576.08,Headphones
336,78,2025-07-05,857.45,Mouse
337,79,2025-06-05,392.22,Tablet
338,79,2025-07-02,500.38,Laptop
339,79,2025-06-27,134.98,Charger
340,79,2025-07-19,338.67,Phone
341,79,2025-12-20,875.45,Webcam
342,79,2025-10-29,108.71,Webcam
343,79,2025-02-09,25.19,Tablet
344,79,2025-10-07,415.88,Tablet
345,79,2025-09-29,84.08,Monitor
346,80,2025-09-26,653.34,Keyboard
347,80,2025-02-26,853.82,Speaker
348,81,2025-02-11,721.53,Webcam
349,81,2025-06-24,873.66,Laptop
350,81,2025-10-28,621.28,Headphones
351,81,2025-05-30,634.85,Monitor
352,82,2025-11-25,637.41,Phone
353,82,2025-12-19,449.24,Monitor
354,82,2025-03-02,904.39,Laptop
355,82,2025-04-25,331.13,Laptop
356,83,2025-04-03,154.11,Speaker
357,83,2025-04-02,417.93,Tablet
358,83,2025-08-15,178.28,Phone
359,84,2025-07-12,686.3,Webcam
360,84,2025-03-14,913.7,Tablet
361,84,2025-07-01,239.87,Monitor
362,84,2025-03-31,464.97,Laptop
363,84,2025-05-07,899.92,Webcam
364,85,2025-07-17,352.11,Charger
365,85,2025-04-26,306.16,Mouse
366,86,2025-12-24,309.1,Mouse
367,86,2026-01-12,854.8,Phone
368,86,2025-02-17,244.83,Charger
369,86,2025-07-10,365.37,Monitor
370,86,2025-11-28,992.77,Monitor
371,86,2025-12-19,31.72,Mouse
372,87,2025-12-17,688.94,Laptop
373,87,2025-08-20,911.51,Webcam
374,88,2025-02-26,803.91,Headphones
375,88,2025-02-07,640.25,Charger
376,88,2025-09-29,258.12,Tablet
377,88,2025-08-16,631.97,Laptop
378,88,2025-12-09,315.84,Webcam
379,88,2025-01-24,43.03,Keyboard
380,89,2025-02-24,302.16,Mouse
381,89,2026-01-13,183.88,Tablet
382,89,2025-11-07,788.65,Keyboard
383,89,2025-12-14,535.54,Monitor
384,89,2025-04-20,832.17,Monitor
385,89,2025-03-24,914.91,Webcam
386,90,2025-06-25,871.69,Phone
387,90,2025-07-26,473.65,Phone
388,90,2025-07-24,149.35,Headphones
389,90,2025-04-12,861.54,Mouse
390,90,2025-12-20,967.6,Speaker
391,90,2025-06-23,372.12,Mouse
392,90,2026-01-04,23.78,Speaker
393,91,2025-02-10,751.52,Monitor
394,91,2025-03-23,588.71,Keyboard
395,92,2025-06-15,34.77,Speaker
396,92,2025-01-19,334.73,Charger
397,93,2025-06-19,825.62,Monitor
398,93,2025-05-01,652.75,Phone
399,93,2026-01-13,148.38,Laptop
400,94,2025-11-19,106.22,Speaker
401,94,2025-11-19,144.31,Webcam
402,94,2025-07-14,377.3,Speaker
403,95,2025-05-09,162.98,Mouse
404,95,2025-07-02,658.37,Webcam
405,95,2025-10-16,619.5,Monitor
406,96,2025-10-29,448.95,Headphones
407,97,2025-11-19,978.06,Keyboard
408,97,2025-08-22,69.94,Monitor
409,97,2025-10-03,197.91,Phone
410,97,2025-10-25,949.52,Webcam
411,97,2025-07-27,100.76,Headphones
412,97,2025-03-20,645.29,Charger
413,98,2025-04-02,831.52,Speaker
414,98,2025-05-14,215.09,Headphones
415,98,2025-04-13,814.92,Headphones
416,98,2025-02-10,335.27,Tablet
417,98,2025-08-31,790.76,Charger
418,98,2025-10-31,12.81,Tablet
419,99,2025-08-17,867.78,Tablet
420,99,2025-02-11,24.71,Headphones
421,99,2025-11-05,592.96,Laptop
422,99,2025-05-20,182.5,Laptop
423,99,2025-02-10,135.49,Mouse
424,99,2025-02-07,530.82,Phone
425,100,2025-09-02,518.11,Phone
426,100,2025-07-23,457.49,Headphones
427,100,2025-08-02,945.96,Laptop
428,100,2026-01-11,729.97,Speaker
429,101,2025-12-16,40.84,Webcam
430,101,2025-08-13,848.83,Mouse
431,102,2025-03-21,910.6,Phone
432,102,2025-02-10,900.27,Keyboard
433,102,2025-08-04,612.21,Phone
434,102,2025-02-19,134.93,Charger
435,102,2025-12-15,636.75,Speaker
436,102,2025-04-01,715.03,Mouse
437,103,2025-02-14,108.19,Phone
438,103,2025-09-07,854.26,Speaker
439,103,2025-02-14,723.63,Headphones
440,103,2025-10-08,435.77,Headphones
441,104,2025-12-19,404.74,Phone
442,104,2025-04-20,319.42,Keyboard
443,105,2025-06-24,161.11,Webcam
444,105,2025-03-06,76.46,Phone
445,105,2026-01-19,102.3,Phone
446,105,2025-12-30,747.14,Keyboard
447,105,2025-08-28,813.65,Speaker
448,105,2025-04-24,69.38,Speaker
449,106,2025-08-31,416.7,Mouse
450,106,2025-09-06,869.41,Laptop
451,106,2025-02-03,968.71,Charger
452,106,2025-09-16,319.32,Phone
453,106,2025-02-19,582.14,Headphones
454,107,2025-06-30,848.8,Keyboard
455,107,2025-10-01,846.92,Keyboard
456,108,2025-09-02,233.9,Mouse
457,108,2025-08-26,846.7,Charger
458,109,2025-08-10,35.99,Monitor
459,109,2025-05-21,38.66,Monitor
460,109,2026-01-17,705.67,Monitor
461,109,2025-04-30,922.32,Keyboard
462,109,2025-04-08,16.04,Tablet
463,109,2025-10-06,570.66,Mouse
464,110,2025-10-24,459.11,Tablet
465,110,2025-05-21,376.35,Keyboard
466,110,2025-04-21,779.07,Charger
467,110,2025-05-02,600.26,Laptop
468,110,2025-06-21,164.02,Charger
469,111,2025-03-10,611.01,Mouse
470,111,2025-10-06,280.44,Speaker
471,111,2025-09-26,122.68,Mouse
472,111,2025-05-15,119.78,Charger
473,112,2025-07-15,54.96,Mouse
474,112,2025-05-21,984.6,Laptop
475,112,2026-01-14,17.61,Monitor
476,112,2025-11-06,945.87,Tablet
477,113,2026-01-17,128.78,Webcam
478,113,2025-02-16,749.54,Tablet
479,113,2025-01-22,137.89,Speaker
480,113,2025-07-15,706.63,Speaker
481,113,2025-09-17,563.14,Keyboard
482,113,2025-08-25,81.35,Laptop
483,114,2025-02-26,87.08,Keyboard
484,114,2025-02-16,580.0,Charger
485,114,2025-08-15,410.38,Mouse
486,114,2025-04-11,296.62,Mouse
487,115,2025-08-03,803.31,Charger
488,116,2025-05-01,368.23,Mouse
489,116,2025-03-11,846.04,Headphones
490,116,2026-01-16,441.32,Mouse
491,116,2025-06-03,528.72,Mouse
492,117,2025-12-27,85.62,Phone
493,118,2025-02-14,778.47,Keyboard
494,118,2025-12-26,730.11,Tablet
495,118,2025-04-23,243.91,Tablet
496,118,2025-06-11,263.41,Tablet
497,118,2025-05-09,606.37,Phone
498,119,2025-03-21,762.28,Webcam
499,119,2025-07-08,684.32,Charger
500,119,2025-12-08,646.56,Charger
501,119,2025-08-17,329.98,Keyboard
502,120,2025-10-19,281.93,Laptop
503,120,2025-05-16,358.42,Phone
504,120,2025-09-13,317.3,Webcam
505,120,2025-11-28,47.23,Keyboard
506,121,2025-09-29,468.08,Speaker
507,121,2025-08-12,954.69,Laptop
508,121,2025-01-22,455.24,Charger
509,121,2025-10-05,655.32,Keyboard
510,121,2025-12-02,608.96,Speaker
511,121,2025-08-22,159.35,Laptop
512,122,2025-05-15,839.0,Phone
513,122,2026-01-15,509.5,Tablet
514,122,2025-10-03,48.75,Webcam
515,123,2025-02-28,918.76,Mouse
516,123,2026-01-18,414.68,Keyboard
517,123,2025-12-26,682.11,Laptop
518,123,2025-03-12,791.33,Keyboard
519,123,2025-05-01,75.25,Phone
520,124,2025-03-04,259.48,Charger
521,124,2025-12-30,874.55,Keyboard
522,124,2025-03-01,90.69,Tablet
523,124,2025-11-03,917.58,Monitor
524,124,2025-08-21,968.02,Mouse
525,125,2025-03-20,93.87,Speaker
526,126,2025-05-04,815.05,Speaker
527,126,2025-05-08,102.52,Mouse
528,127,2025-09-10,315.78,Headphones
529,127,2025-04-10,348.32,Webcam
530,127,2025-10-24,200.09,Tablet
531,127,2025-06-01,163.4,Monitor
532,127,2025-04-08,845.98,Phone
533,128,2025-10-12,741.26,Speaker
534,128,2025-09-22,47.37,Keyboard
535,128,2025-12-16,877.63,Charger
536,128,2025-05-01,139.74,Mouse
537,128,2025-08-03,162.71,Tablet
538,129,2025-07-27,443.3,Mouse
539,129,2025-04-26,370.66,Headphones
540,129,2026-01-05,969.89,Charger
541,129,2026-01-06,292.08,Webcam
542,129,2025-12-13,241.66,Headphones
543,129,2025-02-07,316.37,Webcam
544,130,2025-02-23,681.52,Charger
545,130,2025-09-22,984.6,Webcam
546,130,2025-07-02,771.74,Mouse
547,130,2025-12-07,507.88,Mouse
548,130,2025-05-06,966.61,Headphones
549,130,2025-02-05,803.25,Tablet
550,130,2025-01-20,874.27,Laptop
551,131,2025-05-28,559.0,Phone
552,131,2025-11-14,714.29,Speaker
553,131,2025-03-10,852.65,Monitor
554,131,2025-09-23,93.04,Tablet
555,131,2025-04-30,280.06,Speaker
556,131,2025-03-22,155.88,Mouse
557,131,2025-11-02,100.8,Headphones
558,131,2025-07-09,818.54,Keyboard
559,131,2025-08-21,931.17,Mouse
560,132,2025-10-20,243.42,Phone
561,133,2025-07-04,931.52,Keyboard
562,133,2025-08-24,793.47,Tablet
563,133,2025-01-22,47.92,Webcam
564,133,2025-03-03,699.11,Tablet
565,134,2025-02-17,619.19,Phone
566,134,2025-12-27,28.81,Headphones
567,134,2025-10-14,836.61,Speaker
568,134,2026-01-05,940.82,Charger
569,134,2025-03-17,532.49,Phone
570,134,2025-08-18,778.41,Headphones
571,134,2025-02-01,308.14,Laptop
572,135,2025-12-09,626.58,Phone
573,136,2025-06-11,520.22,Headphones
574,136,2025-09-02,721.36,Monitor
575,136,2025-08-21,434.95,Charger
576,136,2025-03-17,359.29,Charger
577,136,2025-07-04,422.4,Phone
578,137,2025-03-09,953.87,Speaker
579,137,2025-02-04,512.25,Speaker
580,137,2025-05-18,558.61,Mouse
581,137,2025-06-09,874.6,Laptop
582,137,2026-01-03,639.31,Keyboard
583,138,2026-01-16,735.61,Phone
584,138,2025-11-24,773.79,Keyboard
585,138,2025-12-19,142.08,Keyboard
586,138,2025-02-03,550.55,Tablet
587,138,2026-01-03,832.08,Webcam
588,138,2025-06-06,981.01,Webcam
589,139,2025-04-10,72.47,Webcam
590,139,2025-10-10,46.61,Headphones
591,139,2025-04-25,53.37,Headphones
592,139,2025-10-05,886.93,Keyboard
593,139,2025-02-27,934.04,Speaker
594,139,2025-06-05,404.24,Speaker
595,139,2025-11-17,478.67,Laptop
596,140,2025-08-24,363.4,Laptop
597,140,2025-12-28,867.14,Keyboard
598,140,2025-12-24,280.48,Keyboard
599,140,2025-06-25,442.58,Mouse
600,140,2025-09-17,745.87,Mouse
601,140,2025-11-06,345.65,Tablet
602,141,2025-03-20,925.07,Speaker
603,141,2026-01-13,274.05,Phone
604,141,2026-01-15,729.81,Phone
605,141,2025-04-20,436.3,Tablet
606,142,2025-12-20,89.27,Monitor
607,142,2025-03-23,313.43,Charger
608,142,2025-11-25,720.49,Tablet
609,142,2025-11-29,692.87,Keyboard
610,142,2025-03-28,452.66,Keyboard
611,143,2025-12-27,643.07,Laptop
612,143,2025-06-28,84.29,Mouse
613,143,2025-01-28,369.68,Tablet
614,143,2025-03-29,953.26,Tablet
615,143,2025-11-01,850.18,Webcam
616,144,2026-01-13,389.03,Charger
617,144,2025-05-28,42.06,Tablet
618,144,2025-11-18,682.27,Keyboard
619,144,2026-01-15,378.29,Phone
620,144,2025-06-27,578.18,Speaker
621,144,2025-11-26,373.28,Keyboard
622,145,2025-10-06,122.31,Tablet
623,145,2025-12-20,504.05,Mouse
624,145,2025-10-31,914.41,Phone
625,145,2025-11-29,269.16,Monitor
626,145,2025-04-25,707.0,Headphones
627,146,2025-05-02,131.41,Phone
628,146,2025-03-21,457.52,Webcam
629,146,2025-11-20,997.29,Keyboard
630,146,2025-10-18,671.16,Phone
631,146,2025-03-01,554.5,Monitor
632,146,2025-06-16,892.42,Tablet
633,146,2025-12-23,714.69,Tablet
634,146,2025-02-03,795.76,Speaker
635,147,2025-12-18,499.08,Keyboard
636,147,2025-07-20,558.48,Keyboard
637,147,2025-04-15,472.73,Speaker
638,147,2025-04-06,138.47,Phone
639,147,2025-12-02,75.09,Mouse
640,147,2026-01-10,999.6,Webcam
641,148,2025-07-16,825.11,Phone
642,148,2025-06-03,134.07,Keyboard
643,148,2025-05-17,645.92,Webcam
644,148,2025-12-03,471.17,Speaker
645,148,2025-11-23,351.07,Speaker
646,149,2025-12-23,966.6,Mouse
647,149,2025-04-17,507.84,Laptop
648,149,2025-04-15,833.08,Speaker
649,149,2025-01-28,161.49,Tablet
650,149,2025-10-02,170.35,Headphones
651,150,2025-04-04,555.33,Tablet
652,150,2025-06-22,628.77,Charger
653,151,2025-05-26,176.95,Charger
654,151,2025-05-07,162.65,Charger
655,151,2025-12-20,723.43,Charger
656,151,2025-02-14,344.24,Charger
657,151,2025-11-15,50.78,Laptop
658,152,2025-05-07,218.7,Charger
659,152,2025-06-04,422.42,Laptop
660,152,2025-09-25,503.06,Speaker
661,152,2025-08-04,296.77,Monitor
662,152,2025-06-23,488.12,Mouse
663,152,2025-10-09,304.46,Phone
664,153,2025-12-12,421.47,Webcam
665,153,2025-08-15,211.98,Charger
666,153,2025-05-27,152.23,Keyboard
667,153,2026-01-18,736.86,Keyboard
668,153,2025-01-29,975.62,Tablet
669,154,2025-03-04,115.12,Headphones
670,154,2025-12-25,471.81,Monitor
671,154,2025-04-30,455.1,Tablet
672,154,2025-03-29,105.84,Monitor
673,154,2025-09-01,945.93,Charger
674,154,2025-05-02,423.95,Tablet
675,154,2025-02-02,815.34,Charger
676,155,2025-03-02,167.75,Speaker
677,155,2025-09-07,472.15,Monitor
678,155,2025-07-06,502.4,Phone
679,155,2025-06-02,945.78,Speaker
680,155,2025-10-28,462.66,Headphones
681,155,2025-11-20,222.99,Keyboard
682,156,2025-05-20,601.54,Webcam
683,156,2025-07-07,292.89,Laptop
684,157,2025-09-11,883.63,Keyboard
685,157,2025-08-05,766.22,Keyboard
686,157,2025-03-04,54.79,Laptop
687,157,2025-06-17,574.58,Headphones
688,157,2026-01-03,368.9,Monitor
689,157,2025-08-30,82.8,Speaker
690,157,2025-04-02,455.85,Speaker
691,158,2025-04-27,975.33,Mouse
692,158,2025-02-05,379.47,Keyboard
693,158,2025-10-21,562.25,Keyboard
694,158,2025-07-07,757.42,Headphones
695,158,2025-01-19,606.44,Mouse
696,159,2025-08-08,145.67,Keyboard
697,159,2026-01-13,805.93,Speaker
698,159,2025-11-28,462.42,Charger
699,159,2025-08-16,894.2,Tablet
700,159,2025-10-12,334.69,Charger
701,160,2025-10-25,620.34,Monitor
702,160,2026-01-19,597.79,Speaker
